"","ID","DATE","ELEMENT","VALUE","MFLAG","QFLAG","SFLAG","NAME","LONGITUDE","LATITUDE","ELEVATION","elevation","tmax_normal_annual","vpdmax_normal_annual","tdmean_normal_annual","tmean_normal_annual","tmin_normal_annual","vpdmin_normal_annual","ppt_normal_annual","slope","aspect","ppt_2021_02","ppt_2021_03","CV_GAM_MODEL","CV_GAM_RASTER_PREDS","CV_GAM_SNODAS_UA_50_50","CV_GAM_SNODAS_50_50","CV_GAM_SNODAS_60_40","CV_GAM_SNODAS_70_30","CV_GAM_SNODAS_80_20","CV_GAM_SNODAS_90_10","CV_GAM_SNODAS_100","SNODAS_VALUE"
"250512","USS0010J18S",2004-04-01,"WESD",88.9," "," ","T","Rock Creek",-110.69,40.55,0,2404,11.6800003051758,11.9700002670288,-5.67999982833862,4.17000007629395,-3.34999990463257,1.89999997615814,609.840026855469,1.17958444335404,230.540740031152,53.225700378418,48.5750999450684,137.319817483924,36.3372698911215,99999,109.575063245596,107.290075894716,105.005088543835,102.720101192954,100.435113842073,98.1501264911928,121
"266849","USS0010J20S",2004-04-01,"WESD",302.3," "," ","T","Steel Creek Park",-110.5,40.91,0,3086,8.26000022888184,8.94999980926514,-7.3899998664856,1.04999995231628,-6.17000007629395,0.949999988079071,762.510009765625,3.6784973319539,32.0648626684663,86.8357009887695,85.4633941650391,270.871521154707,253.055821656548,99999,523.864237491558,513.637084989869,503.409932488181,493.182779986492,482.955627484804,472.728474983115,575
"291618","USS0010J25S",2004-04-01,"WESD",396.2," "," ","T","Lakefork Basin",-110.62,40.74,0,3350,7.15999984741211,7.75,-7.09999990463257,0.25,-6.65999984741211,1.01999998092651,982.429992675781,3.40649694120011,153.130899651749,104.296600341797,71.9047012329102,501.332794541549,480.166767393574,99999,454.005819329444,455.806983195333,457.608147061221,459.40931092711,461.210474792999,463.011638658888,445
"304762","USS0010J26S",2004-04-01,"WESD",416.6," "," ","T","Five Points Lake",-110.47,40.72,0,3378,7.01999998092651,7.59999990463257,-7.3899998664856,-0.0199999995529652,-7.05999994277954,1.04999995231628,899.590026855469,5.76543064390204,140.480202163667,78.8807983398438,68.4054946899414,380.421166557075,358.38842231399,99999,382.635376376684,381.362451652021,380.089526927357,378.816602202694,377.543677478031,376.270752753368,389
"321099","USS0010J30S",2004-04-01,"WESD",431.8," "," ","T","Brown Duck",-110.59,40.58,0,3176,8.05000019073486,8.86999988555908,-8.47999954223633,0.899999976158142,-6.26000022888184,1.60000002384186,887,1.74620744356898,90.9459424829086,75.3267974853516,79.9032974243164,376.209470030758,364.346375191939,99999,292.082761993256,296.699314391907,301.315866790558,305.93241918921,310.548971587861,315.165523986512,269
"336351","USS0010J35S",2004-04-01,"WESD",167.6," "," ","T","Lily Lake",-110.8,40.86,0,2776,10.0600004196167,11.0600004196167,-6.98999977111816,2.22000002861023,-5.63000011444092,1,740.25,3.5403808747547,6.02004792518575,71.9704971313477,65.0101013183594,248.169439824634,195.568271043897,99999,131.567668408038,134.481202089646,137.394735771254,140.308269452861,143.221803134469,146.135336816077,117
"351944","USS0010J43S",2004-04-01,"WESD",274.3," "," ","T","Chepeta",-110.01,40.77,0,3188,7.23000001907349,7.8899998664856,-7.38000011444092,0.219999998807907,-6.78999996185303,1.27999997138977,799.5,3.63135708957878,208.798117965602,41.9619979858398,83.6820983886719,298.768083935497,299.47933162607,99999,344.77795955045,343.73355146054,342.68914337063,341.64473528072,340.60032719081,339.5559191009,350
"368281","USS0010J44S",2004-04-01,"WESD",116.8," "," ","T","Hayden Fork",-110.88,40.8,0,2815,9.85999965667725,10.7700004577637,-7.23000001907349,1.94000005722046,-5.98000001907349,0.949999988079071,872.460021972656,4.49553122934345,89.7249163672731,102.256896972656,80.1116943359375,362.676305361091,332.309908033684,99999,270.62453017134,275.749436205608,280.874342239875,285.999248274143,291.124154308411,296.249060342679,245
"384618","USS0010J52S",2004-04-01,"WESD",403.9," "," ","T","Trial Lake",-110.95,40.68,0,2985,8.59000015258789,9.34000015258789,-6.84999990463257,1.75999999046326,-5.07999992370605,1.37999999523163,1015.75,1.3284499441869,183.281094004999,120.689498901367,75.6825942993164,548.285862269868,472.294654272923,99999,116.411467379633,134.09376085556,151.776054331486,169.458347807413,187.14064128334,204.822934759266,28
"405388","USS0010K01S",2004-04-01,"WESD",149.9," "," ","T","Indian Canyon",-110.75,39.89,0,2716,11.1400003433228,11.3400001525879,-6,4.69000005722046,-1.75999999046326,3,637.429992675781,4.33716023420457,303.421979517047,50.1571998596191,64.0961990356445,116.800835629987,96.346299705987,99999,146.273411166001,145.928093399201,145.582775632402,145.237457865602,144.892140098802,144.546822332002,148
"421663","USS0010K02S",2004-04-01,"WESD",119.4," "," ","T","White River #1",-110.99,39.96,0,2643,10.8199996948242,11.039999961853,-5.71000003814697,4.17000007629395,-2.48000001907349,2.38000011444092,594.22998046875,5.27568472332334,256.525474316617,55.4116973876953,48.4776000976562,73.1222290440744,49.8108095455587,99999,84.0746151078481,83.4895381294177,82.9044611509873,82.319384172557,81.7343071941266,81.1492302156962,87
"462459","USS0011H08S",2004-04-01,"WESD",845.8," "," ","T","Ben Lomond Peak",-111.94,41.38,0,2050,12.5200004577637,12.3500003814697,-3.75,6.3600001335144,0.189999997615814,2.79999995231628,1422.57995605469,11.1265212121201,70.5683803513235,131.720397949219,35.2219009399414,803.386087820259,558.382760766252,99999,87.0348700747896,104.441844089748,121.848818104705,139.255792119663,156.662766134621,174.069740149579,0
"478796","USS0011H21S",2004-04-01,"WESD",348," "," ","T","Horse Ridge",-111.45,41.31,0,2485,10.3500003814697,9.98999977111816,-4.07999992370605,4.78000020980835,-0.800000011920929,2.46000003814697,932.130004882812,0.435409999082621,160.692614821965,109.118896484375,31.978199005127,469.566058670716,361.173115780068,99999,319.227825613959,320.07339073675,320.918955859542,321.764520982334,322.610086105126,323.455651227917,315
"495133","USS0011H25S",2004-04-01,"WESD",58.4," "," ","T","Little Bear",-111.83,41.41,0,1987,12.7200002670288,12.960000038147,-4.15000009536743,6.28999996185303,-0.140000000596046,2.77999997138977,905.559997558594,7.07004097484233,322.309229886841,93.6112976074219,33.2021980285645,289.917710908868,294.138299229482,99999,218.780002077267,222.536002492721,226.292002908174,230.048003323628,233.804003739081,237.560004154535,200
"510726","USS0011H30S",2004-04-01,"WESD",457.2," "," ","T","Ben Lomond Trail",-111.92,41.38,0,1791,13.8000001907349,14.3500003814697,-4.07000017166138,6.96000003814697,0.119999997317791,2.96000003814697,1071.18005371094,4.04709191447104,93.7728085489376,131.720397949219,35.2219009399414,475.304317764387,477.302636194831,99999,718.471415510921,707.565698613105,696.65998171529,685.754264817474,674.848547919658,663.942831021842,773
"536115","USS0011H36S",2004-04-01,"WESD",690.9," "," ","T","Tony Grove Lake",-111.63,41.9,0,2586,9.05000019073486,8.6899995803833,-4.26999998092651,3.75999999046326,-1.52999997138977,2.04999995231628,1208.91003417969,3.30430891537223,186.388134160072,187.05729675293,38.336498260498,801.088666383443,742.974953300533,99999,691,691,691,691,691,691,691
"552452","USS0011H37S",2004-04-01,"WESD",325.1," "," ","T","Bug Lake",-111.42,41.68,0,2507,10.0100002288818,10.3100004196167,-4.92000007629395,4.01000022888184,-1.99000000953674,2.16000008583069,772.22998046875,1.74798830921864,209.062748480968,106.781997680664,32.6759986877441,278.764663192811,221.108708789178,99999,365.54223691407,362.450684296884,359.359131679698,356.267579062512,353.176026445326,350.08447382814,381
"568789","USS0011H55S",2004-04-01,"WESD",294.6," "," ","T","Dry Bread Pond",-111.54,41.41,0,2515,9.89000034332275,9.67000007629395,-4.34999990463257,4.32000017166138,-1.25999999046326,2.32999992370605,788.739990234375,2.78678558411374,247.987252610088,107.969497680664,42.6879005432129,264.21439347774,261.305700319578,99999,321.432115895883,319.118539075059,316.804962254236,314.491385433412,312.177808612589,309.864231791765,333
"585126","USS0011H57S",2004-04-01,"WESD",530.9," "," ","T","Monte Cristo",-111.5,41.47,0,2697,8.65999984741211,8.75,-5.15999984741211,3.15000009536743,-2.35999989509583,1.98000001907349,998.820007324219,1.25634628366293,304.212471539667,141.50569152832,48.8178977966309,464.150907622158,417.961899679715,99999,517.180340085949,513.816408103139,510.452476120329,507.088544137519,503.724612154709,500.360680171899,534
"592845","USS0011H58S",2004-04-01,"WESD",259.1," "," ","T","Temple Fork",-111.55,41.79,0,2230,11.4200000762939,11.4099998474121,-3.84999990463257,5.63000011444092,-0.170000001788139,2.67000007629395,757.97998046875,3.43238317971395,282.47888545728,92.80419921875,22.4084987640381,177.707741052454,230.776895603035,99999,412.382211104042,407.05865332485,401.735095545658,396.411537766467,391.087979987275,385.764422208083,439
"621520","USS0011J01S",2004-04-01,"WESD",396.2," "," ","T","Chalk Creek #1",-111.05,40.85,0,2887,8.73999977111816,9.30000019073486,-6.40000009536743,2.72000002861023,-3.30999994277954,1.78999996185303,1056.92004394531,2.82926220198967,91.6048646992103,104.362098693848,92.0610961914062,550.543808301161,423.046524765268,99999,259.049366513497,272.859239816197,286.669113118896,300.478986421596,314.288859724295,328.098733026995,190
"637857","USS0011J02S",2004-04-01,"WESD",276.9," "," ","T","Chalk Creek #2",-111.07,40.89,0,2454,11.2700004577637,11.6300001144409,-5.25,4.61999988555908,-2.03999996185303,2.11999988555908,734.25,5.67295699457566,319.575750428287,65.3061981201172,54.2271003723145,111.725616948414,129.885691314031,99999,277.827891221098,271.593469465317,265.359047709537,259.124625953756,252.890204197976,246.655782442195,309
"657883","USS0011J08S",2004-04-01,"WESD",259.1," "," ","T","Strawberry Divide",-111.21,40.16,0,2495,11.8400001525879,12.1899995803833,-5.09000015258789,4.92000007629395,-2.00999999046326,2.32999992370605,730.950012207031,5.74489855501885,103.968250946965,72.3123016357422,37.7078971862793,176.448600780015,164.489751089972,99999,82.8873726604323,84.6648471925187,86.4423217246052,88.2197962566916,89.9972707887781,91.7747453208646,74
"674220","USS0011J11S",2004-04-01,"WESD",1028.7," "," ","T","Farmington",-111.82,40.99,0,2150,11.7600002288818,11.1000003814697,-3.73000001907349,5.57000017166138,-0.620000004768372,2.38000011444092,1131.77001953125,0.736637377466184,251.158862176166,156.68359375,71.0698013305664,504.177056086266,538.800082876958,99999,763.023679624686,743.428415549623,723.83315147456,704.237887399497,684.642623324434,665.047359249371,861
"681195","USS0011J12S",2004-04-01,"WESD",556.3," "," ","T","Farmington Lower",-111.81,40.97,0,2498,9.69999980926514,8.88000011444092,-3.46000003814697,4.71000003814697,-0.280000001192093,2.49000000953674,1401.89001464844,11.4677232111506,46.9789822055581,176.176300048828,79.9685974121094,947.877477445945,838.543632581926,99999,781.333055219563,786.999666263475,792.666277307388,798.3328883513,803.999499395213,809.666110439125,753
"697532","USS0011J21S",2004-04-01,"WESD",416.6," "," ","T","Timpanogos Divide",-111.62,40.43,0,2547,10.3999996185303,9.78999996185303,-4.30000019073486,5.34000015258789,0.280000001192093,3.03999996185303,1015.34997558594,9.92744006770794,24.6721777132582,80.8000946044922,84.3266983032227,451.853051493337,407.414411311662,99999,432.871004334097,431.645205200917,430.419406067736,429.193606934556,427.967807801375,426.742008668195,439
"717589","USS0011J23S",2004-04-01,"WESD",238.8," "," ","T","Daniels-Strawberry",-111.26,40.3,0,2494,11.6899995803833,12.1700000762939,-5.44999980926514,4.94000005722046,-1.82000005245209,2.4300000667572,814.159973144531,5.36703491579627,67.4774835823557,77.9416961669922,43.6414985656738,269.75949592265,219.745003860776,99999,253.82346682051,252.788160184612,251.752853548714,250.717546912816,249.682240276919,248.646933641021,259
"733926","USS0011J32S",2004-04-01,"WESD",76.2," "," ","T","Currant Creek",-111.09,40.36,0,2470,12.0500001907349,12.6199998855591,-6.1399998664856,3.6800000667572,-4.69999980926514,1.47000002861023,604.460021972656,2.4642155426093,159.327353873063,63.2824974060059,39.5912971496582,107.408004267791,80.8504059952374,99999,111.923141170856,111.307769405027,110.692397639199,110.07702587337,109.461654107541,108.846282341712,115
"744683","USS0011J37S",2004-04-01,"WESD",309.9," "," ","T","Hardscrabble",-111.72,40.87,0,2253,11.9899997711182,11.1499996185303,-3.17000007629395,6.19999980926514,0.409999996423721,2.66000008583069,990.580017089844,7.92614743220779,306.682336668905,157.260589599609,65.1208953857422,403.051172240652,401.832981816678,99999,304.801460295423,314.761752354508,324.722044413593,334.682336472677,344.642628531762,354.602920590847,255
"756959","USS0011J42S",2004-04-01,"WESD",1082," "," ","T","Snowbird",-111.66,40.56,0,3003,7.55999994277954,7.55000019073486,-5.53999996185303,2.89000010490417,-1.78999996185303,2.51999998092651,1482.14001464844,13.433723189693,336.892327558141,167.157501220703,124.518096923828,871.52690089726,779.547953139674,99999,968.054480173098,955.065376207717,942.076272242337,929.087168276957,916.098064311576,903.108960346196,1033
"773296","USS0011J46S",2004-04-01,"WESD",5.1," "," ","T","Beaver Divide",-111.1,40.61,0,2515,11.3800001144409,11.9499998092651,-5.59999990463257,4.32999992370605,-2.72000002861023,2.04999995231628,750.590026855469,4.65446720078018,233.92588182993,73.0944976806641,44.7355003356934,224.045224829783,176.025095113247,99999,132.188474150096,133.426168980115,134.663863810134,135.901558640153,137.139253470172,138.376948300191,126
"789633","USS0011J52S",2004-04-01,"WESD",210.8," "," ","T","Parley's Summit",-111.63,40.76,0,2275,12.2700004577637,11.710000038147,-3.49000000953674,6.3600001335144,0.439999997615814,2.75,875.150024414062,3.33201501347664,207.345231353265,115.447494506836,58.8490982055664,334.19001786607,291.551168627972,99999,299.456952606886,298.548343128264,297.639733649641,296.731124171018,295.822514692396,294.913905213773,304
"805970","USS0011J53S",2004-04-01,"WESD",152.4," "," ","T","Smith & Morehouse",-111.12,40.79,0,2275,12.5799999237061,12.9300003051758,-5.28000020980835,4.75,-3.07999992370605,1.63999998569489,782.039978027344,5.16098004073292,185.914557319693,62.9459991455078,51.7645988464355,242.516685125828,150.264989840292,99999,244.596794149662,240.116152979594,235.635511809527,231.154870639459,226.674229469391,222.193588299324,267
"818680","USS0011J56S",2004-04-01,"WESD",454.7," "," ","T","Thaynes Canyon",-111.53,40.62,0,2744,8.97000026702881,8.86999988555908,-4.65999984741211,3.85999989509583,-1.25999999046326,2.47000002861023,924.070007324219,5.33437853389172,15.2340544440967,114.14249420166,94.2988967895508,386.928733486885,381.026357209806,99999,586.713620927226,572.656345112671,558.599069298116,544.541793483561,530.484517669007,516.427241854452,657
"832041","USS0011J57S",2004-04-01,"WESD",388.6," "," ","T","Brighton",-111.58,40.6,0,2807,8.55000019073486,8.47000026702881,-5,3.38000011444092,-1.78999996185303,2.3199999332428,1073.31994628906,10.3303045706444,320.949145594224,127.566093444824,91.4011001586914,494.752735140159,456.178266676725,99999,518.171305037343,511.805566044811,505.43982705228,499.074088059748,492.708349067217,486.342610074685,550
"844751","USS0011J64S",2004-04-01,"WESD",706.1," "," ","T","Lookout Peak",-111.71,40.84,0,2542,9.97000026702881,9.48999977111816,-4,4.53999996185303,-0.899999976158142,2.28999996185303,1099.71997070312,8.78076381643251,109.957024394345,180.971298217773,77.7943954467773,513.34771165109,580.054513505064,99999,603.012271733374,599.214726080049,595.417180426724,591.619634773399,587.822089120074,584.024543466748,622
"857368","USS0011J65S",2004-04-01,"WESD",447," "," ","T","Mill-D North",-111.64,40.66,0,2654,9.47999954223633,9.51000022888184,-4.78999996185303,4.05000019073486,-1.37999999523163,2.49000000953674,1049.72998046875,9.0396535206845,193.198160924611,155.312896728516,91.9273986816406,460.498978183696,461.874075516881,99999,565.159346090398,552.591215308478,540.023084526557,527.454953744637,514.886822962717,502.318692180796,628
"865924","USS0011J68S",2004-04-01,"WESD",690.9," "," ","T","Parrish Creek",-111.81,40.93,0,2173,12.0500001907349,11.2700004577637,-3.39000010490417,5.8899998664856,-0.270000010728836,2.4300000667572,1117.13000488281,8.58617380942555,252.992065749045,168.809097290039,77.2742004394531,451.236243839125,514.646668186655,99999,493.735000822799,495.682000987359,497.629001151919,499.576001316479,501.523001481039,503.470001645599,484
"874449","USS0011J69S",2004-04-01,"WESD",307.3," "," ","T","Louis Meadow",-111.76,40.83,0,2282,11.6800003051758,10.960000038147,-3.5,5.59999990463257,-0.479999989271164,2.38000011444092,934.090026855469,2.92676959357758,284.247338239349,174.28759765625,76.1986999511719,379.722408350933,427.130044779614,99999,406.650121189997,410.580145427997,414.510169665997,418.440193903996,422.370218141996,426.300242379995,387
"881827","USS0011J70S",2004-04-01,"WESD",335.3," "," ","T","Cascade Mountain",-111.61,40.28,0,2336,12,11.0200004577637,-3.05999994277954,6.76999998092651,1.53999996185303,3.13000011444092,934.109985351562,13.8934208869213,259.388679429655,71.8981018066406,52.0065994262695,404.395447256616,258.68037568914,99999,150.411715122895,151.694058147474,152.976401172053,154.258744196632,155.541087221211,156.82343024579,144
"897792","USS0011K03S",2004-04-01,"WESD",238.8," "," ","T","Mammoth-Cottonwood",-111.32,39.68,0,2680,10.8900003433228,11.1700000762939,-6.30000019073486,3.94000005722046,-3.01999998092651,2.60999989509583,701.650024414062,0.22346049037465,194.566453578573,80.0170974731445,55.8951988220215,262.413851873736,236.185882689399,99999,103.543828160018,105.652593792021,107.761359424025,109.870125056028,111.978890688032,114.087656320036,93
"917415","USS0011K09S",2004-04-01,"WESD",304.8," "," ","T","Seeley Creek",-111.43,39.31,0,3033,7.82999992370605,8.8100004196167,-7.76999998092651,2.41000008583069,-3.01999998092651,2.55999994277954,671.099975585938,2.16219638601502,68.4943559080264,76.3714981079102,66.8536987304688,186.240506472829,224.047902425173,99999,333.992961697026,331.191554036431,328.390146375836,325.588738715241,322.787331054646,319.985923394051,348
"944075","USS0011K13S",2004-04-01,"WESD",2.5," "," ","T","Beaver Dams",-111.56,39.14,0,2552,12.2200002670288,12.1899995803833,-6.11999988555908,5.48999977111816,-1.25,3.24000000953674,729.080017089844,7.20838991853368,184.561361646288,68.1595993041992,52.3473968505859,198.211795022566,154.23266887164,99999,43.3482760119462,48.8179312143355,54.2875864167247,59.757241619114,65.2268968215032,70.6965520238924,16
"960071","USS0011K15S",2004-04-01,"WESD",236.2," "," ","T","Dill's Camp",-111.47,39.05,0,2797,10.9799995422363,11.1599998474121,-6.90999984741211,4.30999994277954,-2.36999988555908,2.98000001907349,735.859985351562,5.48770061889082,101.023758896381,92.5612945556641,57.9984970092773,205.734562951949,195.575299702934,99999,137.616220739648,139.739464887578,141.862709035507,143.985953183437,146.109197331367,148.232441479296,127
"976408","USS0011K21S",2004-04-01,"WESD",297.2," "," ","T","Clear Creek #1",-111.28,39.87,0,2714,10.2799997329712,10.4499998092651,-6.05000019073486,4.48000001907349,-1.32000005245209,2.8199999332428,755.989990234375,6.00667940708831,332.535020305551,80.8246994018555,58.0048980712891,198.286112412158,186.366056010829,99999,245.027178038758,243.232613646509,241.438049254261,239.643484862012,237.848920469764,236.054356077515,254
"992745","USS0011K22S",2004-04-01,"WESD",236.2," "," ","T","Clear Creek #2",-111.25,39.89,0,2450,11.9700002670288,12.3800001144409,-6.03000020980835,4.88000011444092,-2.22000002861023,2.70000004768372,686.090026855469,6.59225011519032,345.201253611563,80.1501007080078,56.879997253418,138.525977004999,112.528472850012,99999,67.3169541378927,68.9803449654713,70.6437357930498,72.3071266206284,73.9705174482069,75.6339082757855,59
"1009020","USS0011K28S",2004-04-01,"WESD",259.1," "," ","T","Red Pine Ridge",-111.27,39.45,0,2763,10.6000003814697,10.8699998855591,-6.78999996185303,3.65000009536743,-3.30999994277954,2.65000009536743,814.190002441406,4.70530032984807,114.666772157214,71.9449005126953,48.0641975402832,303.360726479089,238.23877198382,99999,291.883168535383,291.25980224246,290.636435949536,290.013069656613,289.38970336369,288.766337070766,295
"1029046","USS0011K31S",2004-04-01,"WESD",287," "," ","T","Buck Flat",-111.44,39.13,0,2939,10,10.210000038147,-7.30000019073486,3.51999998092651,-2.97000002861023,2.76999998092651,822.409973144531,5.49631118416305,34.266771476008,103.527694702148,77.1439971923828,298.498760684637,250.547500795032,99999,360.426275694787,356.711530833744,352.996785972702,349.282041111659,345.567296250617,341.852551389574,379
"1056450","USS0011K39S",2004-04-01,"WESD",297.2," "," ","T","Pickle Keg",-111.58,39.01,0,2703,11.5,11.3000001907349,-5.86999988555908,5.57000017166138,-0.360000014305115,3.38000011444092,807.539978027344,6.62397589322553,174.077515134122,95.8902969360352,79.5412979125977,259.014015961558,272.197402845355,99999,211.419364124278,215.103236949134,218.78710977399,222.470982598845,226.154855423701,229.838728248557,193
"1072043","USS0011K52S",2004-04-01,"WESD",297.2," "," ","T","Payson R.S.",-111.63,39.93,0,2461,11.6599998474121,11.6499996185303,-5.3600001335144,5.75,-0.170000001788139,3.0699999332428,716.820007324219,3.48181324270455,72.6748988934745,74.943000793457,55.966796875,191.109424013719,150.794640672447,99999,152.947331353809,152.936797624571,152.926263895333,152.915730166095,152.905196436857,152.894662707618,153
"1087636","USS0011L01S",2004-04-01,"WESD",442," "," ","T","Farnsworth Lake",-111.68,38.77,0,2969,9.17000007629395,9.3100004196167,-6.76999998092651,3.50999999046326,-2.16000008583069,2.54999995231628,892.219970703125,8.85488625562239,322.251589243734,125.842796325684,86.9265975952148,341.208539507812,329.770508872384,99999,422.294522159098,420.353426590918,418.412331022738,416.471235454558,414.530139886377,412.589044318197,432
"1111692","USS0011L04S",2004-04-01,"WESD",144.8," "," ","T","Black Flat-U.M. Ck",-111.6,38.68,0,2858,10.9799995422363,11.2600002288818,-7.21999979019165,3.27999997138977,-4.42000007629395,1.97000002861023,554.559997558594,2.60828675243889,186.09294844237,86.8985977172852,60.7266998291016,78.7372076857451,75.0925510104939,99999,99.392663097624,99.0711957171489,98.7497283366737,98.4282609561985,98.1067935757233,97.7853261952481,101
"1125425","USS0011L05S",2004-04-01,"WESD",137.2," "," ","T","Donkey Reservoir",-111.48,38.21,0,2948,10.9099998474121,11.710000038147,-8.14999961853027,3.67000007629395,-3.57999992370605,2.63000011444092,514.77001953125,5.52532439224218,21.3585394872572,13.7975997924805,46.8936004638672,11.8617002979214,2.03172894070828,99999,0.00484221639208333,0.00581065967049999,0.00677910294891666,0.00774754622733332,0.00871598950574999,0.00968443278416665,0
"1141390","USS0011L12S",2004-04-01,"WESD",0," "," ","T","Gooseberry RS",-111.68,38.8,0,2434,12.8000001907349,13.0500001907349,-5.76999998092651,5.61999988555908,-1.55999994277954,2.71000003814697,689.390014648438,1.77275195764188,347.343812320006,88.4901962280273,62.8264999389648,198.161758401794,161.273303625135,99999,24.7291092879139,29.6749311454967,34.6207530030795,39.5665748606623,44.5123967182451,49.4582185758279,0
"1160982","USS0011M03S",2004-04-01,"WESD",297.2," "," ","T","Widtsoe #3",-111.88,37.84,0,2897,11.0799999237061,11.7299995422363,-6.5,4.44000005722046,-2.20000004768372,2.17000007629395,669.75,1.84461475480484,195.200407460125,41.4939994812012,62.9314994812012,179.617541854377,174.586024335972,99999,268.842228256418,267.810673907701,266.779119558985,265.747565210268,264.716010861552,263.684456512835,274
