"","ID","DATE","ELEMENT","VALUE","MFLAG","QFLAG","SFLAG","NAME","LONGITUDE","LATITUDE","ELEVATION","elevation","tmax_normal_annual","vpdmax_normal_annual","tdmean_normal_annual","tmean_normal_annual","tmin_normal_annual","vpdmin_normal_annual","ppt_normal_annual","slope","aspect","ppt_2021_02","ppt_2021_03","CV_GAM_MODEL","CV_GAM_RASTER_PREDS","CV_GAM_SNODAS_UA_50_50","CV_GAM_SNODAS_50_50","CV_GAM_SNODAS_60_40","CV_GAM_SNODAS_70_30","CV_GAM_SNODAS_80_20","CV_GAM_SNODAS_90_10","CV_GAM_SNODAS_100","SNODAS_VALUE"
"756959","USS0011J42S",2004-04-01,"WESD",1082," "," ","T","Snowbird",-111.66,40.56,0,3003,7.55999994277954,7.55000019073486,-5.53999996185303,2.89000010490417,-1.78999996185303,2.51999998092651,1482.14001464844,13.433723189693,336.892327558141,167.157501220703,124.518096923828,99999,642.072600854088,99999,907.609186045165,882.531023254198,857.452860463231,832.374697672264,807.296534881297,782.21837209033,1033
"773296","USS0011J46S",2004-04-01,"WESD",5.1," "," ","T","Beaver Divide",-111.1,40.61,0,2515,11.3800001144409,11.9499998092651,-5.59999990463257,4.32999992370605,-2.72000002861023,2.04999995231628,750.590026855469,4.65446720078018,233.92588182993,73.0944976806641,44.7355003356934,99999,177.10799878997,99999,133.996514369728,135.595817243674,137.195120117619,138.794422991565,140.393725865511,141.993028739456,126
"789633","USS0011J52S",2004-04-01,"WESD",210.8," "," ","T","Parley's Summit",-111.63,40.76,0,2275,12.2700004577637,11.710000038147,-3.49000000953674,6.3600001335144,0.439999997615814,2.75,875.150024414062,3.33201501347664,207.345231353265,115.447494506836,58.8490982055664,99999,301.584965082887,99999,303.031299215135,302.837559058162,302.643818901189,302.450078744216,302.256338587243,302.06259843027,304
"805970","USS0011J53S",2004-04-01,"WESD",152.4," "," ","T","Smith & Morehouse",-111.12,40.79,0,2275,12.5799999237061,12.9300003051758,-5.28000020980835,4.75,-3.07999992370605,1.63999998569489,782.039978027344,5.16098004073292,185.914557319693,62.9459991455078,51.7645988464355,99999,141.448526735366,99999,244.874509364098,240.449411236917,236.024313109737,231.599214982557,227.174116855376,222.749018728196,267
"818680","USS0011J56S",2004-04-01,"WESD",454.7," "," ","T","Thaynes Canyon",-111.53,40.62,0,2744,8.97000026702881,8.86999988555908,-4.65999984741211,3.85999989509583,-1.25999999046326,2.47000002861023,924.070007324219,5.33437853389172,15.2340544440967,114.14249420166,94.2988967895508,99999,387.823378958379,99999,575.375318197208,559.050381836649,542.725445476091,526.400509115532,510.075572754974,493.750636394416,657
"832041","USS0011J57S",2004-04-01,"WESD",388.6," "," ","T","Brighton",-111.58,40.6,0,2807,8.55000019073486,8.47000026702881,-5,3.38000011444092,-1.78999996185303,2.3199999332428,1073.31994628906,10.3303045706444,320.949145594224,127.566093444824,91.4011001586914,99999,452.788192256659,99999,520.193423925067,514.23210871008,508.270793495094,502.309478280107,496.348163065121,490.386847850134,550
"844751","USS0011J64S",2004-04-01,"WESD",706.1," "," ","T","Lookout Peak",-111.71,40.84,0,2542,9.97000026702881,9.48999977111816,-4,4.53999996185303,-0.899999976158142,2.28999996185303,1099.71997070312,8.78076381643251,109.957024394345,180.971298217773,77.7943954467773,99999,523.837195557265,99999,579.772069210463,571.326483052556,562.880896894648,554.435310736741,545.989724578834,537.544138420926,622
"857368","USS0011J65S",2004-04-01,"WESD",447," "," ","T","Mill-D North",-111.64,40.66,0,2654,9.47999954223633,9.51000022888184,-4.78999996185303,4.05000019073486,-1.37999999523163,2.49000000953674,1049.72998046875,9.0396535206845,193.198160924611,155.312896728516,91.9273986816406,99999,473.292904621663,99999,572.320932665499,561.185119198599,550.049305731698,538.913492264798,527.777678797898,516.641865330998,628
"865924","USS0011J68S",2004-04-01,"WESD",690.9," "," ","T","Parrish Creek",-111.81,40.93,0,2173,12.0500001907349,11.2700004577637,-3.39000010490417,5.8899998664856,-0.270000010728836,2.4300000667572,1117.13000488281,8.58617380942555,252.992065749045,168.809097290039,77.2742004394531,99999,490.972373013278,99999,486.658953284259,487.190743941111,487.722534597963,488.254325254815,488.786115911666,489.317906568518,484
"874449","USS0011J69S",2004-04-01,"WESD",307.3," "," ","T","Louis Meadow",-111.76,40.83,0,2282,11.6800003051758,10.960000038147,-3.5,5.59999990463257,-0.479999989271164,2.38000011444092,934.090026855469,2.92676959357758,284.247338239349,174.28759765625,76.1986999511719,99999,401.909009502109,99999,393.919828862033,395.303794634439,396.687760406846,398.071726179252,399.455691951659,400.839657724065,387
"881827","USS0011J70S",2004-04-01,"WESD",335.3," "," ","T","Cascade Mountain",-111.61,40.28,0,2336,12,11.0200004577637,-3.05999994277954,6.76999998092651,1.53999996185303,3.13000011444092,934.109985351562,13.8934208869213,259.388679429655,71.8981018066406,52.0065994262695,99999,208.096495902061,99999,148.324814629032,149.189777554838,150.054740480644,150.919703406451,151.784666332257,152.649629258063,144
"897792","USS0011K03S",2004-04-01,"WESD",238.8," "," ","T","Mammoth-Cottonwood",-111.32,39.68,0,2680,10.8900003433228,11.1700000762939,-6.30000019073486,3.94000005722046,-3.01999998092651,2.60999989509583,701.650024414062,0.22346049037465,194.566453578573,80.0170974731445,55.8951988220215,99999,214.939946809437,99999,102.967555347692,104.96106641723,106.954577486768,108.948088556306,110.941599625845,112.935110695383,93
"917415","USS0011K09S",2004-04-01,"WESD",304.8," "," ","T","Seeley Creek",-111.43,39.31,0,3033,7.82999992370605,8.8100004196167,-7.76999998092651,2.41000008583069,-3.01999998092651,2.55999994277954,671.099975585938,2.16219638601502,68.4943559080264,76.3714981079102,66.8536987304688,99999,212.30552984583,99999,329.915304316924,326.298365180309,322.681426043693,319.064486907078,315.447547770463,311.830608633848,348
"944075","USS0011K13S",2004-04-01,"WESD",2.5," "," ","T","Beaver Dams",-111.56,39.14,0,2552,12.2200002670288,12.1899995803833,-6.11999988555908,5.48999977111816,-1.25,3.24000000953674,729.080017089844,7.20838991853368,184.561361646288,68.1595993041992,52.3473968505859,99999,139.968702124041,99999,39.1243670560019,43.7492404672023,48.3741138784026,52.998987289603,57.6238607008034,62.2487341120038,16
"960071","USS0011K15S",2004-04-01,"WESD",236.2," "," ","T","Dill's Camp",-111.47,39.05,0,2797,10.9799995422363,11.1599998474121,-6.90999984741211,4.30999994277954,-2.36999988555908,2.98000001907349,735.859985351562,5.48770061889082,101.023758896381,92.5612945556641,57.9984970092773,99999,216.06405381879,99999,145.018481022592,148.622177227111,152.225873431629,155.829569636147,159.433265840666,163.036962045184,127
"976408","USS0011K21S",2004-04-01,"WESD",297.2," "," ","T","Clear Creek #1",-111.28,39.87,0,2714,10.2799997329712,10.4499998092651,-6.05000019073486,4.48000001907349,-1.32000005245209,2.8199999332428,755.989990234375,6.00667940708831,332.535020305551,80.8246994018555,58.0048980712891,99999,189.695271325673,99999,250.066682415081,249.280018898097,248.493355381113,247.706691864129,246.920028347145,246.133364830161,254
"992745","USS0011K22S",2004-04-01,"WESD",236.2," "," ","T","Clear Creek #2",-111.25,39.89,0,2450,11.9700002670288,12.3800001144409,-6.03000020980835,4.88000011444092,-2.22000002861023,2.70000004768372,686.090026855469,6.59225011519032,345.201253611563,80.1501007080078,56.879997253418,99999,93.0953990330268,99999,61.1002060615562,61.5202472738675,61.9402884861788,62.36032969849,62.7803709108012,63.2004121231125,59
"1009020","USS0011K28S",2004-04-01,"WESD",259.1," "," ","T","Red Pine Ridge",-111.27,39.45,0,2763,10.6000003814697,10.8699998855591,-6.78999996185303,3.65000009536743,-3.30999994277954,2.65000009536743,814.190002441406,4.70530032984807,114.666772157214,71.9449005126953,48.0641975402832,99999,239.640186827574,99999,292.041146586048,291.449375903257,290.857605220467,290.265834537676,289.674063854886,289.082293172095,295
"1029046","USS0011K31S",2004-04-01,"WESD",287," "," ","T","Buck Flat",-111.44,39.13,0,2939,10,10.210000038147,-7.30000019073486,3.51999998092651,-2.97000002861023,2.76999998092651,822.409973144531,5.49631118416305,34.266771476008,103.527694702148,77.1439971923828,99999,239.400216301158,99999,346.033137714234,339.439765257081,332.846392799928,326.253020342775,319.659647885621,313.066275428468,379
"1056450","USS0011K39S",2004-04-01,"WESD",297.2," "," ","T","Pickle Keg",-111.58,39.01,0,2703,11.5,11.3000001907349,-5.86999988555908,5.57000017166138,-0.360000014305115,3.38000011444092,807.539978027344,6.62397589322553,174.077515134122,95.8902969360352,79.5412979125977,99999,266.393443988292,99999,208.397400471232,211.476880565479,214.556360659725,217.635840753972,220.715320848218,223.794800942465,193
"1072043","USS0011K52S",2004-04-01,"WESD",297.2," "," ","T","Payson R.S.",-111.63,39.93,0,2461,11.6599998474121,11.6499996185303,-5.3600001335144,5.75,-0.170000001788139,3.0699999332428,716.820007324219,3.48181324270455,72.6748988934745,74.943000793457,55.966796875,99999,157.490422386595,99999,153.106824838749,153.128189806498,153.149554774248,153.170919741998,153.192284709748,153.213649677497,153
"1087636","USS0011L01S",2004-04-01,"WESD",442," "," ","T","Farnsworth Lake",-111.68,38.77,0,2969,9.17000007629395,9.3100004196167,-6.76999998092651,3.50999999046326,-2.16000008583069,2.54999995231628,892.219970703125,8.85488625562239,322.251589243734,125.842796325684,86.9265975952148,99999,333.809004035437,99999,424.298456382704,422.758147659245,421.217838935786,419.677530212327,418.137221488868,416.596912765409,432
"1111692","USS0011L04S",2004-04-01,"WESD",144.8," "," ","T","Black Flat-U.M. Ck",-111.6,38.68,0,2858,10.9799995422363,11.2600002288818,-7.21999979019165,3.27999997138977,-4.42000007629395,1.97000002861023,554.559997558594,2.60828675243889,186.09294844237,86.8985977172852,60.7266998291016,99999,85.9803176518701,99999,99.1491460214308,98.778975225717,98.4088044300032,98.0386336342893,97.6684628385755,97.2982920428616,101
"1125425","USS0011L05S",2004-04-01,"WESD",137.2," "," ","T","Donkey Reservoir",-111.48,38.21,0,2948,10.9099998474121,11.710000038147,-8.14999961853027,3.67000007629395,-3.57999992370605,2.63000011444092,514.77001953125,5.52532439224218,21.3585394872572,13.7975997924805,46.8936004638672,99999,35.498649139305,99999,0.0103065056293553,0.0123678067552263,0.0144291078810974,0.0164904090069684,0.0185517101328395,0.0206130112587105,0
"1141390","USS0011L12S",2004-04-01,"WESD",0," "," ","T","Gooseberry RS",-111.68,38.8,0,2434,12.8000001907349,13.0500001907349,-5.76999998092651,5.61999988555908,-1.55999994277954,2.71000003814697,689.390014648438,1.77275195764188,347.343812320006,88.4901962280273,62.8264999389648,99999,159.574624504307,99999,12.4245045035889,14.9094054043067,17.3943063050245,19.8792072057423,22.36410810646,24.8490090071778,0
"1160982","USS0011M03S",2004-04-01,"WESD",297.2," "," ","T","Widtsoe #3",-111.88,37.84,0,2897,11.0799999237061,11.7299995422363,-6.5,4.44000005722046,-2.20000004768372,2.17000007629395,669.75,1.84461475480484,195.200407460125,41.4939994812012,62.9314994812012,99999,171.243975345209,99999,268.334221756022,267.201066107226,266.06791045843,264.934754809634,263.801599160839,262.668443512043,274
"1169228","USS0011M06S",2004-04-01,"WESD",233.7," "," ","T","Clayton Springs",-111.83,37.97,0,3042,9.9399995803833,10.8299999237061,-7.65999984741211,2.88000011444092,-4.17999982833862,2.40000009536743,683.130004882812,0.990566621546511,347.199654199919,48.2271003723145,56.2188987731934,99999,223.097430357026,99999,193.490606270519,193.788727524623,194.086848778727,194.384970032831,194.683091286934,194.981212541038,192
